# units: cm, T
xmin> -30.0
xmax> 24.900000000000013
nx> 10
ymin> -25.0
ymax> 18.199999999999996
ny> 7
zmin> -35.0
zmax> 29.0
nz> 9
tmin> -2e-09
tmax> 1.4999999999999994e-09
nt> 8
loopOrder> xyzt
! X	             Y	             Z	             T	            Fx	            Fy	            Fz
-1.17000000E+01	1.82000000E+01	-3.50000000E+01	-2.00000000E-09	2.97351358E+01	-6.32052478E+01	-6.80730455E+00
-5.60000000E+00	1.82000000E+01	-3.50000000E+01	-2.00000000E-09	2.86484236E+01	-6.32052478E+01	-6.80730455E+00
5.00000000E-01	1.82000000E+01	-3.50000000E+01	-2.00000000E-09	2.83033957E+01	-6.32052478E+01	-6.80730455E+00
6.60000000E+00	1.82000000E+01	-3.50000000E+01	-2.00000000E-09	2.87806007E+01	-6.32052478E+01	-6.80730455E+00
1.27000000E+01	1.82000000E+01	-3.50000000E+01	-2.00000000E-09	2.99686326E+01	-6.32052478E+01	-6.80730455E+00
1.88000000E+01	1.82000000E+01	-3.50000000E+01	-2.00000000E-09	3.15901390E+01	-6.32052478E+01	-6.80730455E+00
2.49000000E+01	1.82000000E+01	-3.50000000E+01	-2.00000000E-09	3.32665707E+01	-6.32052478E+01	-6.80730455E+00
-3.00000000E+01	-2.50000000E+01	-2.70000000E+01	-2.00000000E-09	2.29459038E+01	-5.04268671E+01	6.45220783E+00
-2.39000000E+01	-2.50000000E+01	-2.70000000E+01	-2.00000000E-09	2.38226407E+01	-5.04268671E+01	6.45220783E+00
-1.78000000E+01	-2.50000000E+01	-2.70000000E+01	-2.00000000E-09	2.48694240E+01	-5.04268671E+01	6.45220783E+00
-1.17000000E+01	-2.50000000E+01	-2.70000000E+01	-2.00000000E-09	2.58418767E+01	-5.04268671E+01	6.45220783E+00
-5.60000000E+00	-2.50000000E+01	-2.70000000E+01	-2.00000000E-09	2.65129745E+01	-5.04268671E+01	6.45220783E+00
5.00000000E-01	-2.50000000E+01	-2.70000000E+01	-2.00000000E-09	2.67260461E+01	-5.04268671E+01	6.45220783E+00
6.60000000E+00	-2.50000000E+01	-2.70000000E+01	-2.00000000E-09	2.64313487E+01	-5.04268671E+01	6.45220783E+00
1.27000000E+01	-2.50000000E+01	-2.70000000E+01	-2.00000000E-09	2.56976811E+01	-5.04268671E+01	6.45220783E+00
1.88000000E+01	-2.50000000E+01	-2.70000000E+01	-2.00000000E-09	2.46963218E+01	-5.04268671E+01	6.45220783E+00
2.49000000E+01	-2.50000000E+01	-2.70000000E+01	-2.00000000E-09	2.36610435E+01	-5.04268671E+01	6.45220783E+00
-3.00000000E+01	-1.78000000E+01	-2.70000000E+01	-2.00000000E-09	2.19274673E+01	-4.94756865E+01	6.45220783E+00
-2.39000000E+01	-1.78000000E+01	-2.70000000E+01	-2.00000000E-09	2.33604847E+01	-4.94756865E+01	6.45220783E+00
-1.78000000E+01	-1.78000000E+01	-2.70000000E+01	-2.00000000E-09	2.50714414E+01	-4.94756865E+01	6.45220783E+00
-1.17000000E+01	-1.78000000E+01	-2.70000000E+01	-2.00000000E-09	2.66609054E+01	-4.94756865E+01	6.45220783E+00
-5.60000000E+00	-1.78000000E+01	-2.70000000E+01	-2.00000000E-09	2.77578079E+01	-4.94756865E+01	6.45220783E+00
5.00000000E-01	-1.78000000E+01	-2.70000000E+01	-2.00000000E-09	2.81060712E+01	-4.94756865E+01	6.45220783E+00
6.60000000E+00	-1.78000000E+01	-2.70000000E+01	-2.00000000E-09	2.76243914E+01	-4.94756865E+01	6.45220783E+00
1.27000000E+01	-1.78000000E+01	-2.70000000E+01	-2.00000000E-09	2.64252191E+01	-4.94756865E+01	6.45220783E+00
1.88000000E+01	-1.78000000E+01	-2.70000000E+01	-2.00000000E-09	2.47885076E+01	-4.94756865E+01	6.45220783E+00
2.49000000E+01	-1.78000000E+01	-2.70000000E+01	-2.00000000E-09	2.30963558E+01	-4.94756865E+01	6.45220783E+00
-3.00000000E+01	-1.06000000E+01	-2.70000000E+01	-2.00000000E-09	2.22113375E+01	-4.84353024E+01	6.45220783E+00
-2.39000000E+01	-1.06000000E+01	-2.70000000E+01	-2.00000000E-09	2.34893021E+01	-4.84353024E+01	6.45220783E+00
-1.78000000E+01	-1.06000000E+01	-2.70000000E+01	-2.00000000E-09	2.50151328E+01	-4.84353024E+01	6.45220783E+00
-1.17000000E+01	-1.06000000E+01	-2.70000000E+01	-2.00000000E-09	2.64326164E+01	-4.84353024E+01	6.45220783E+00
-5.60000000E+00	-1.06000000E+01	-2.70000000E+01	-2.00000000E-09	2.74108338E+01	-4.84353024E+01	6.45220783E+00
5.00000000E-01	-1.06000000E+01	-2.70000000E+01	-2.00000000E-09	2.77214149E+01	-4.84353024E+01	6.45220783E+00
6.60000000E+00	-1.06000000E+01	-2.70000000E+01	-2.00000000E-09	2.72918529E+01	-4.84353024E+01	6.45220783E+00
1.27000000E+01	-1.06000000E+01	-2.70000000E+01	-2.00000000E-09	2.62224314E+01	-4.84353024E+01	6.45220783E+00
1.88000000E+01	-1.06000000E+01	-2.70000000E+01	-2.00000000E-09	2.47628125E+01	-4.84353024E+01	6.45220783E+00
2.49000000E+01	-1.06000000E+01	-2.70000000E+01	-2.00000000E-09	2.32537520E+01	-4.84353024E+01	6.45220783E+00
-3.00000000E+01	-3.40000000E+00	-2.70000000E+01	-2.00000000E-09	2.36566045E+01	-4.86414492E+01	6.45220783E+00
-2.39000000E+01	-3.40000000E+00	-2.70000000E+01	-2.00000000E-09	2.41451493E+01	-4.86414492E+01	6.45220783E+00
-1.78000000E+01	-3.40000000E+00	-2.70000000E+01	-2.00000000E-09	2.47284492E+01	-4.86414492E+01	6.45220783E+00
-1.17000000E+01	-3.40000000E+00	-2.70000000E+01	-2.00000000E-09	2.52703297E+01	-4.86414492E+01	6.45220783E+00
-5.60000000E+00	-3.40000000E+00	-2.70000000E+01	-2.00000000E-09	2.56442861E+01	-4.86414492E+01	6.45220783E+00
5.00000000E-01	-3.40000000E+00	-2.70000000E+01	-2.00000000E-09	2.57630161E+01	-4.86414492E+01	6.45220783E+00
6.60000000E+00	-3.40000000E+00	-2.70000000E+01	-2.00000000E-09	2.55988017E+01	-4.86414492E+01	6.45220783E+00
1.27000000E+01	-3.40000000E+00	-2.70000000E+01	-2.00000000E-09	2.51899795E+01	-4.86414492E+01	6.45220783E+00
1.88000000E+01	-3.40000000E+00	-2.70000000E+01	-2.00000000E-09	2.46319913E+01	-4.86414492E+01	6.45220783E+00
2.49000000E+01	-3.40000000E+00	-2.70000000E+01	-2.00000000E-09	2.40551024E+01	-4.86414492E+01	6.45220783E+00
-3.00000000E+01	3.80000000E+00	-2.70000000E+01	-2.00000000E-09	2.55458544E+01	-4.96076044E+01	6.45220783E+00
-2.39000000E+01	3.80000000E+00	-2.70000000E+01	-2.00000000E-09	2.50024713E+01	-4.96076044E+01	6.45220783E+00
-1.78000000E+01	3.80000000E+00	-2.70000000E+01	-2.00000000E-09	2.43536969E+01	-4.96076044E+01	6.45220783E+00
-1.17000000E+01	3.80000000E+00	-2.70000000E+01	-2.00000000E-09	2.37509912E+01	-4.96076044E+01	6.45220783E+00
-5.60000000E+00	3.80000000E+00	-2.70000000E+01	-2.00000000E-09	2.33350588E+01	-4.96076044E+01	6.45220783E+00
5.00000000E-01	3.80000000E+00	-2.70000000E+01	-2.00000000E-09	2.32030016E+01	-4.96076044E+01	6.45220783E+00
6.60000000E+00	3.80000000E+00	-2.70000000E+01	-2.00000000E-09	2.33856488E+01	-4.96076044E+01	6.45220783E+00
1.27000000E+01	3.80000000E+00	-2.70000000E+01	-2.00000000E-09	2.38403606E+01	-4.96076044E+01	6.45220783E+00
1.88000000E+01	3.80000000E+00	-2.70000000E+01	-2.00000000E-09	2.44609821E+01	-4.96076044E+01	6.45220783E+00
2.49000000E+01	3.80000000E+00	-2.70000000E+01	-2.00000000E-09	2.51026258E+01	-4.96076044E+01	6.45220783E+00
-3.00000000E+01	1.10000000E+01	-2.70000000E+01	-2.00000000E-09	2.69412851E+01	-4.97378494E+01	6.45220783E+00
-2.39000000E+01	1.10000000E+01	-2.70000000E+01	-2.00000000E-09	2.56357032E+01	-4.97378494E+01	6.45220783E+00
-1.78000000E+01	1.10000000E+01	-2.70000000E+01	-2.00000000E-09	2.40768988E+01	-4.97378494E+01	6.45220783E+00
-1.17000000E+01	1.10000000E+01	-2.70000000E+01	-2.00000000E-09	2.26287830E+01	-4.97378494E+01	6.45220783E+00
-5.60000000E+00	1.10000000E+01	-2.70000000E+01	-2.00000000E-09	2.16294260E+01	-4.97378494E+01	6.45220783E+00
5.00000000E-01	1.10000000E+01	-2.70000000E+01	-2.00000000E-09	2.13121331E+01	-4.97378494E+01	6.45220783E+00
6.60000000E+00	1.10000000E+01	-2.70000000E+01	-2.00000000E-09	2.17509781E+01	-4.97378494E+01	6.45220783E+00
1.27000000E+01	1.10000000E+01	-2.70000000E+01	-2.00000000E-09	2.28435101E+01	-4.97378494E+01	6.45220783E+00
1.88000000E+01	1.10000000E+01	-2.70000000E+01	-2.00000000E-09	2.43346719E+01	-4.97378494E+01	6.45220783E+00
2.49000000E+01	1.10000000E+01	-2.70000000E+01	-2.00000000E-09	2.58763437E+01	-4.97378494E+01	6.45220783E+00
-3.00000000E+01	1.82000000E+01	-2.70000000E+01	-2.00000000E-09	2.71502208E+01	-4.86564889E+01	6.45220783E+00
-2.39000000E+01	1.82000000E+01	-2.70000000E+01	-2.00000000E-09	2.57305161E+01	-4.86564889E+01	6.45220783E+00
-1.78000000E+01	1.82000000E+01	-2.70000000E+01	-2.00000000E-09	2.40354542E+01	-4.86564889E+01	6.45220783E+00
-1.17000000E+01	1.82000000E+01	-2.70000000E+01	-2.00000000E-09	2.24607564E+01	-4.86564889E+01	6.45220783E+00
-5.60000000E+00	1.82000000E+01	-2.70000000E+01	-2.00000000E-09	2.13740442E+01	-4.86564889E+01	6.45220783E+00
5.00000000E-01	1.82000000E+01	-2.70000000E+01	-2.00000000E-09	2.10290163E+01	-4.86564889E+01	6.45220783E+00
6.60000000E+00	1.82000000E+01	-2.70000000E+01	-2.00000000E-09	2.15062213E+01	-4.86564889E+01	6.45220783E+00
1.27000000E+01	1.82000000E+01	-2.70000000E+01	-2.00000000E-09	2.26942532E+01	-4.86564889E+01	6.45220783E+00
1.88000000E+01	1.82000000E+01	-2.70000000E+01	-2.00000000E-09	2.43157596E+01	-4.86564889E+01	6.45220783E+00
2.49000000E+01	1.82000000E+01	-2.70000000E+01	-2.00000000E-09	2.59921913E+01	-4.86564889E+01	6.45220783E+00
-3.00000000E+01	-2.50000000E+01	-1.90000000E+01	-2.00000000E-09	1.56715244E+01	-3.58781082E+01	1.20594430E+01
-2.39000000E+01	-2.50000000E+01	-1.90000000E+01	-2.00000000E-09	1.65482613E+01	-3.58781082E+01	1.20594430E+01
-1.78000000E+01	-2.50000000E+01	-1.90000000E+01	-2.00000000E-09	1.75950446E+01	-3.58781082E+01	1.20594430E+01
-1.17000000E+01	-2.50000000E+01	-1.90000000E+01	-2.00000000E-09	1.85674973E+01	-3.58781082E+01	1.20594430E+01
-5.60000000E+00	-2.50000000E+01	-1.90000000E+01	-2.00000000E-09	1.92385951E+01	-3.58781082E+01	1.20594430E+01
5.00000000E-01	-2.50000000E+01	-1.90000000E+01	-2.00000000E-09	1.94516667E+01	-3.58781082E+01	1.20594430E+01
6.60000000E+00	-2.50000000E+01	-1.90000000E+01	-2.00000000E-09	1.91569693E+01	-3.58781082E+01	1.20594430E+01
1.27000000E+01	-2.50000000E+01	-1.90000000E+01	-2.00000000E-09	1.84233017E+01	-3.58781082E+01	1.20594430E+01
1.88000000E+01	-2.50000000E+01	-1.90000000E+01	-2.00000000E-09	1.74219424E+01	-3.58781082E+01	1.20594430E+01
2.49000000E+01	-2.50000000E+01	-1.90000000E+01	-2.00000000E-09	1.63866641E+01	-3.58781082E+01	1.20594430E+01
-3.00000000E+01	-1.78000000E+01	-1.90000000E+01	-2.00000000E-09	1.46530879E+01	-3.49269277E+01	1.20594430E+01
-2.39000000E+01	-1.78000000E+01	-1.90000000E+01	-2.00000000E-09	1.60861053E+01	-3.49269277E+01	1.20594430E+01
-1.78000000E+01	-1.78000000E+01	-1.90000000E+01	-2.00000000E-09	1.77970620E+01	-3.49269277E+01	1.20594430E+01
-1.17000000E+01	-1.78000000E+01	-1.90000000E+01	-2.00000000E-09	1.93865260E+01	-3.49269277E+01	1.20594430E+01
-5.60000000E+00	-1.78000000E+01	-1.90000000E+01	-2.00000000E-09	2.04834285E+01	-3.49269277E+01	1.20594430E+01
5.00000000E-01	-1.78000000E+01	-1.90000000E+01	-2.00000000E-09	2.08316918E+01	-3.49269277E+01	1.20594430E+01
6.60000000E+00	-1.78000000E+01	-1.90000000E+01	-2.00000000E-09	2.03500120E+01	-3.49269277E+01	1.20594430E+01
1.27000000E+01	-1.78000000E+01	-1.90000000E+01	-2.00000000E-09	1.91508397E+01	-3.49269277E+01	1.20594430E+01
1.88000000E+01	-1.78000000E+01	-1.90000000E+01	-2.00000000E-09	1.75141282E+01	-3.49269277E+01	1.20594430E+01
2.49000000E+01	-1.78000000E+01	-1.90000000E+01	-2.00000000E-09	1.58219764E+01	-3.49269277E+01	1.20594430E+01
-3.00000000E+01	-1.06000000E+01	-1.90000000E+01	-2.00000000E-09	1.49369581E+01	-3.38865435E+01	1.20594430E+01
-2.39000000E+01	-1.06000000E+01	-1.90000000E+01	-2.00000000E-09	1.62149227E+01	-3.38865435E+01	1.20594430E+01
-1.78000000E+01	-1.06000000E+01	-1.90000000E+01	-2.00000000E-09	1.77407534E+01	-3.38865435E+01	1.20594430E+01
-1.17000000E+01	-1.06000000E+01	-1.90000000E+01	-2.00000000E-09	1.91582370E+01	-3.38865435E+01	1.20594430E+01
-5.60000000E+00	-1.06000000E+01	-1.90000000E+01	-2.00000000E-09	2.01364544E+01	-3.38865435E+01	1.20594430E+01
5.00000000E-01	-1.06000000E+01	-1.90000000E+01	-2.00000000E-09	2.04470355E+01	-3.38865435E+01	1.20594430E+01
6.60000000E+00	-1.06000000E+01	-1.90000000E+01	-2.00000000E-09	2.00174735E+01	-3.38865435E+01	1.20594430E+01
1.27000000E+01	-1.06000000E+01	-1.90000000E+01	-2.00000000E-09	1.89480520E+01	-3.38865435E+01	1.20594430E+01
1.88000000E+01	-1.06000000E+01	-1.90000000E+01	-2.00000000E-09	1.74884331E+01	-3.38865435E+01	1.20594430E+01
2.49000000E+01	-1.06000000E+01	-1.90000000E+01	-2.00000000E-09	1.59793725E+01	-3.38865435E+01	1.20594430E+01
-3.00000000E+01	-3.40000000E+00	-1.90000000E+01	-2.00000000E-09	1.63822251E+01	-3.40926903E+01	1.20594430E+01
-2.39000000E+01	-3.40000000E+00	-1.90000000E+01	-2.00000000E-09	1.68707699E+01	-3.40926903E+01	1.20594430E+01
-1.78000000E+01	-3.40000000E+00	-1.90000000E+01	-2.00000000E-09	1.74540698E+01	-3.40926903E+01	1.20594430E+01
-1.17000000E+01	-3.40000000E+00	-1.90000000E+01	-2.00000000E-09	1.79959503E+01	-3.40926903E+01	1.20594430E+01
-5.60000000E+00	-3.40000000E+00	-1.90000000E+01	-2.00000000E-09	1.83699067E+01	-3.40926903E+01	1.20594430E+01
5.00000000E-01	-3.40000000E+00	-1.90000000E+01	-2.00000000E-09	1.84886367E+01	-3.40926903E+01	1.20594430E+01
6.60000000E+00	-3.40000000E+00	-1.90000000E+01	-2.00000000E-09	1.83244223E+01	-3.40926903E+01	1.20594430E+01
1.27000000E+01	-3.40000000E+00	-1.90000000E+01	-2.00000000E-09	1.79156001E+01	-3.40926903E+01	1.20594430E+01
1.88000000E+01	-3.40000000E+00	-1.90000000E+01	-2.00000000E-09	1.73576119E+01	-3.40926903E+01	1.20594430E+01
2.49000000E+01	-3.40000000E+00	-1.90000000E+01	-2.00000000E-09	1.67807229E+01	-3.40926903E+01	1.20594430E+01
-3.00000000E+01	3.80000000E+00	-1.90000000E+01	-2.00000000E-09	1.82714750E+01	-3.50588456E+01	1.20594430E+01
-2.39000000E+01	3.80000000E+00	-1.90000000E+01	-2.00000000E-09	1.77280919E+01	-3.50588456E+01	1.20594430E+01
-1.78000000E+01	3.80000000E+00	-1.90000000E+01	-2.00000000E-09	1.70793175E+01	-3.50588456E+01	1.20594430E+01
-1.17000000E+01	3.80000000E+00	-1.90000000E+01	-2.00000000E-09	1.64766117E+01	-3.50588456E+01	1.20594430E+01
-5.60000000E+00	3.80000000E+00	-1.90000000E+01	-2.00000000E-09	1.60606794E+01	-3.50588456E+01	1.20594430E+01
5.00000000E-01	3.80000000E+00	-1.90000000E+01	-2.00000000E-09	1.59286221E+01	-3.50588456E+01	1.20594430E+01
6.60000000E+00	3.80000000E+00	-1.90000000E+01	-2.00000000E-09	1.61112694E+01	-3.50588456E+01	1.20594430E+01
1.27000000E+01	3.80000000E+00	-1.90000000E+01	-2.00000000E-09	1.65659812E+01	-3.50588456E+01	1.20594430E+01
1.88000000E+01	3.80000000E+00	-1.90000000E+01	-2.00000000E-09	1.71866026E+01	-3.50588456E+01	1.20594430E+01
2.49000000E+01	3.80000000E+00	-1.90000000E+01	-2.00000000E-09	1.78282464E+01	-3.50588456E+01	1.20594430E+01
-3.00000000E+01	1.10000000E+01	-1.90000000E+01	-2.00000000E-09	1.96669056E+01	-3.51890906E+01	1.20594430E+01
-2.39000000E+01	1.10000000E+01	-1.90000000E+01	-2.00000000E-09	1.83613238E+01	-3.51890906E+01	1.20594430E+01
-1.78000000E+01	1.10000000E+01	-1.90000000E+01	-2.00000000E-09	1.68025194E+01	-3.51890906E+01	1.20594430E+01
-1.17000000E+01	1.10000000E+01	-1.90000000E+01	-2.00000000E-09	1.53544035E+01	-3.51890906E+01	1.20594430E+01
-5.60000000E+00	1.10000000E+01	-1.90000000E+01	-2.00000000E-09	1.43550466E+01	-3.51890906E+01	1.20594430E+01
5.00000000E-01	1.10000000E+01	-1.90000000E+01	-2.00000000E-09	1.40377537E+01	-3.51890906E+01	1.20594430E+01
6.60000000E+00	1.10000000E+01	-1.90000000E+01	-2.00000000E-09	1.44765986E+01	-3.51890906E+01	1.20594430E+01
1.27000000E+01	1.10000000E+01	-1.90000000E+01	-2.00000000E-09	1.55691307E+01	-3.51890906E+01	1.20594430E+01
1.88000000E+01	1.10000000E+01	-1.90000000E+01	-2.00000000E-09	1.70602924E+01	-3.51890906E+01	1.20594430E+01
2.49000000E+01	1.10000000E+01	-1.90000000E+01	-2.00000000E-09	1.86019643E+01	-3.51890906E+01	1.20594430E+01
-3.00000000E+01	1.82000000E+01	-1.90000000E+01	-2.00000000E-09	1.98758414E+01	-3.41077301E+01	1.20594430E+01
-2.39000000E+01	1.82000000E+01	-1.90000000E+01	-2.00000000E-09	1.84561367E+01	-3.41077301E+01	1.20594430E+01
